"listing_value","tweets_Name","tweets_Date","tweets_Retweets","tweets_Likes","tweets_Text","tweets_Replies","tweets_Images","tweets_imageURL","tweets_hrefURL","remove"
"","CNN Breaking News","Feb 17, 2011","201","20","USGS: 3.8-magnitude earthquake strikes central Arkansas. http://on.cnn.com/gHxIMw","","","","","1"
"","CNN Breaking News","Feb 17, 2011","94","6","Death toll at 20, 184 hurt in #Tanzania explosions. http://on.cnn.com/feOZa5","","","","","1"
"","CNN Breaking News","Feb 17, 2011","58","10","At least 10 killed by blasts at #Tanzania military camp. http://on.cnn.com/hMCozA","","","","","1"
"","CNN Breaking News","Feb 17, 2011","188","31","School's out as #Wisconsin teachers give labor bill an 'F' http://on.cnn.com/eK7pUn","","","","","1"
"","CNN Breaking News","Feb 17, 2011","94","10","Police swarm #Bahrain capital, at least 3 protesters dead http://on.cnn.com/hOFbRf","","","","","1"
"","CNN Breaking News","Feb 17, 2011","94","9","At least 2 dead after Bahraini police move on protesters, emergency workers say http://on.cnn.com/hh5izY","","","","","1"
"","CNN Breaking News","Feb 17, 2011","159","13","Tear gas being used on protesters in Manama, Bahrain, CNN's Nic Robertson reports http://on.cnn.com/hh5izY","","","","","1"
"","CNN Breaking News","Feb 17, 2011","93","13","Police said to be moving toward Pearl Roundabout in Bahrain, where protesters are gathered http://on.cnn.com/hh5izY","","","","","1"
"","CNN Breaking News","Feb 16, 2011","45","8","United Airlines' 96 Boeing 757s back in service after required maintenance http://on.cnn.com/hza08g","","","","","1"
"","CNN Breaking News","Feb 16, 2011","128","7","Stocks finish at 2-year high; S&P closes at more than double its 3/6/2009 meltdown http://on.cnn.com/hlULQM","","","","","1"
"","CNN Breaking News","Feb 16, 2011","60","16","Massachusetts Sen. Scott says he was sexually abused at age 10 http://on.cnn.com/idkn3c","","","","","1"
"","CNN Breaking News","Feb 16, 2011","73","16","House votes to strip $450 million from program to build new F-35 engine http://on.cnn.com/dPyIAy","","","","","1"
"","CNN Breaking News","Feb 16, 2011","69","11","1 of 3 U.S. deputy marshals shot serving warrant in W. Virginia has died, spokesman says. http://on.cnn.com/gHkXuJ","","","","","1"
"","CNN Breaking News","Feb 16, 2011","331","34","Bruno Mars accepts deal to avoid prosecution on drug charge. http://on.cnn.com/h4aAhc","","","","","1"
"","CNN Breaking News","Feb 16, 2011","67","18","Dozens arrested in health care fraud bust, sources say. http://on.cnn.com/dH36Db","","","","","1"
"","CNN Breaking News","Feb 16, 2011","63","9","New York court sentences Somali pirate to almost 34 years in prison. http://on.cnn.com/gV3hjc","","","","","1"
"","CNN Breaking News","Feb 16, 2011","76","9","One person killed in anti-government protests in #Yemen, witnesses report. http://on.cnn.com/el0wQQ","","","","","1"
"","CNN Breaking News","Feb 16, 2011","88","4","3 U.S. marshals shot while serving warrant in Elkins, West Virginia. http://on.cnn.com/gHkXuJ","","","","","1"
"","CNN Breaking News","Feb 16, 2011","356","25","Cycling legend Lance Armstrong announces retirement. http://on.cnn.com/gWJoHO","","","","","1"
"","CNN Breaking News","Feb 16, 2011","103","12","Florida governor won't take federal funds for high-speed rail. http://on.cnn.com/hwEyxa","","","","","1"
"","CNN Breaking News","Feb 16, 2011","57","8","Libyans clash with police over detained lawyer, source says. http://on.cnn.com/g08qGf","","","","","1"
"","CNN Breaking News","Feb 16, 2011","115","29","Hickory, a 5-year-old Scottish deerhound, wins Best In Show at #Westminister Kennel Club Dog Show. http://on.cnn.com/hSOAKX","","","","","1"
"","CNN Breaking News","Feb 16, 2011","138","15","United Airlines grounds 96 Boeing 757s, forcing flight delays, cancellations http://on.cnn.com/g6JXco","","","","","1"
"","CNN Breaking News","Feb 16, 2011","104","10","One of 2 ICE agents shot in Mexico has died, U.S. and Mexican officials say http://on.cnn.com/eEEclg","","","","","1"
"","CNN Breaking News","Feb 16, 2011","76","9","2 ICE agents shot and ""seriously wounded"" in Mexico http://on.cnn.com/eU61zh","","","","","1"
"","CNN Breaking News","Feb 15, 2011","147","20","6 fired from Philadelphia clinic accused of doing ""botched and illegal abortions"" http://on.cnn.com/ef77xg","","","","","1"
"","CNN Breaking News","Feb 15, 2011","48","3","Stocks end lower after a disappointing report on retail sales http://on.cnn.com/dHMEcg","","","","","1"
"","CNN Breaking News","Feb 15, 2011","205","22","Ecuador court orders Chevron to pay Amazon residents $8.64B for polluting http://on.cnn.com/fUxXXJ","","","","","1"
"","CNN Breaking News","Feb 15, 2011","52","8","#Obama urges Pakistan to free jailed U.S. diplomat. http://on.cnn.com/g7Q1nx","","","","","1"
"","CNN Breaking News","Feb 15, 2011","56","4","3-time Tour de France winner Alberto Contador cleared of doping charge, his office says. http://on.cnn.com/hIl91a","","","","","1"
"","CNN Breaking News","Feb 15, 2011","24","6","Amanda Knox's parents accused of libeling Italian police. http://on.cnn.com/hBwDoq","","","","","1"
"","CNN Breaking News","Feb 15, 2011","55","11","#Obama: U.S. ultimately needs to rein in Medicare, Medicaid costs. http://on.cnn.com/frd0G0","","","","","1"
"","CNN Breaking News","Feb 15, 2011","98","12","Israel closes embassies over terror fears. http://on.cnn.com/iecMWD","","","","","1"
"","CNN Breaking News","Feb 15, 2011","37","9","Source: Veteran diplomat Marc Grossman to be Afghanistan,
Pakistan special envoy http://on.cnn.com/e0UFDw","","","","","1"
"","CNN Breaking News","Feb 15, 2011","105","18","NFL files complaint against players association http://on.cnn.com/dXmFBt","","","","","1"
"","CNN Breaking News","Feb 15, 2011","24","6","Amanda Knox's parents accused of libeling Italian police. http://on.cnn.com/hBwDoq","","","","","1"
"","CNN Breaking News","Feb 15, 2011","55","11","#Obama: U.S. ultimately needs to rein in Medicare, Medicaid costs. http://on.cnn.com/frd0G0","","","","","1"
"","CNN Breaking News","Feb 15, 2011","98","12","Israel closes embassies over terror fears. http://on.cnn.com/iecMWD","","","","","1"
"","CNN Breaking News","Feb 15, 2011","37","9","Source: Veteran diplomat Marc Grossman to be Afghanistan,
Pakistan special envoy http://on.cnn.com/e0UFDw","","","","","1"
"","CNN Breaking News","Feb 15, 2011","105","18","NFL files complaint against players association http://on.cnn.com/dXmFBt","","","","","1"
"","CNN Breaking News","Feb 15, 2011","45","16","House votes to extend some provisions of Patriot Act http://on.cnn.com/ec5Pzj","","","","","1"
"","CNN Breaking News","Feb 14, 2011","206","16","Amid cuts in Obama's #2012budget, education would get $4.5 billion more http://on.cnn.com/gfOc1L","","","","","1"
"","CNN Breaking News","Feb 14, 2011","178","5","One dead, several hurt in shooting at protest in Tehran, #Iran media reports http://on.cnn.com/hko6TU","","","","","1"
"","CNN Breaking News","Feb 14, 2011","42","7","Stocks end flat as investors take in Obama's $3.7 trillion budget plan http://on.cnn.com/euWvMr","","","","","1"
"","CNN Breaking News","Feb 14, 2011","106","7","Lockdown lifted at Middle Tennessee State Univ; shooting suspect in custody http://on.cnn.com/eihfdG","","","","","1"
"","CNN Breaking News","Feb 14, 2011","165","14","Company recalls 800,000 child safety seats. http://bit.ly/gwZg3h","","","","","1"
"","CNN Breaking News","Feb 14, 2011","351","11","Middle Tennessee State University on lockdown after student shot, school spokesman says. http://on.cnn.com/hi1s6J","","","","","1"
"","CNN Breaking News","Feb 14, 2011","92","11","14 killed in Honduras plane crash. http://on.cnn.com/hGeuhB","","","","","1"
"","CNN Breaking News","Feb 14, 2011","87","17","Ex-USDA employee Shirley Sherrod sues conservative blogger whose video posting led her to resign. http://on.cnn.com/gquvTQ","","","","","1"
"","CNN Breaking News","Feb 14, 2011","135","17","Cuba's Fidel #Castro hails ""Egyptian Revolution."" http://on.cnn.com/fZGTEg","","","","","1"
"","CNN Breaking News","Feb 14, 2011","72","10","Egyptian military calls on protesters to return to work. http://on.cnn.com/dXXv8h","","","","","1"
"","CNN Breaking News","Feb 14, 2011","167","16","Anti-government protesters, security forces clash in #Iran, witness says. http://on.cnn.com/hgvATL","","","","","1"
"","CNN Breaking News","Feb 14, 2011","92","8","Protesters, police clash in Bahrain; at least 4 injured, state news agency reports. http://on.cnn.com/eckgJC","","","","","1"
"","CNN Breaking News","Feb 14, 2011","145","16","#Algeria to lift 20-year state of emergency in ""coming days,"" minister says. http://on.cnn.com/gvK4jw","","","","","1"
"","CNN Breaking News","Feb 14, 2011","86","12","Heavy security presence reported ahead of planned opposition rallies in #Iran. http://on.cnn.com/hgvATL","","","","","1"
"","CNN Breaking News","Feb 14, 2011","126","13","RT
@CNNshowbiz
: Lady Antebellum wins the #Grammy for song of the year for ""Need You Now""","","","","","1"
"","CNN Breaking News","Feb 13, 2011","136","14","More than 100 dead in Southern Sudan clashes, official says. http://on.cnn.com/g1ocqK","","","","","1"
"","CNN Breaking News","Feb 13, 2011","122","16","#Egypt shuts banks after new protests by employees. http://on.cnn.com/fRvyfk","","","","","1"
"","CNN Breaking News","Feb 13, 2011","120","23","Grocery CEO resigns after arrest in child prostitution sting. http://on.cnn.com/i5JiJT","","","","","1"
"","CNN Breaking News","Feb 13, 2011","252","19","#Egypt military dissolves parliament, says it will run country for 6 months. http://on.cnn.com/igkySt","","","","","1"
"","CNN Breaking News","Feb 13, 2011","200","27","#Egyptian artifacts missing after museum break-in. http://on.cnn.com/hJmj1P","","","","","1"
"","CNN Breaking News","Feb 12, 2011","86","18","Redskins star charged with assault after traffic altercation http://on.cnn.com/gKq5cz","","","","","1"
"","CNN Breaking News","Feb 12, 2011","128","14","Texas Rep. Ron Paul wins CPAC straw poll; Mitt Romney second http://on.cnn.com/hSXS2T","","","","","1"
"","CNN Breaking News","Feb 12, 2011","174","15","NCAA basketball: Wisconsin hands No. 1 Ohio State its first loss http://on.cnn.com/hlYZ5T","","","","","1"
"","CNN Breaking News","Feb 12, 2011","58","7","Palestinian Authority to hold legislative, presidential elections by September, senior PA official says. http://on.cnn.com/eYofUB","","","","","1"
"","CNN Breaking News","Feb 12, 2011","76","15","Suicide bombing targets bus carrying Shiite pilgrims in #Iraq; at least 28 killed, police say. http://on.cnn.com/h3BsVB","","","","","1"
"","CNN Breaking News","Feb 12, 2011","44","7","Saeb Erakat resigns as chief Palestinian negotiator, a Fatah Central Committee member says. http://on.cnn.com/dP5FBe","","","","","1"
"","CNN Breaking News","Feb 12, 2011","98","11","#Egypt military urges people to back caretaker government, says country committed to international treaties. http://on.cnn.com/gqUI7P","","","","","1"
"","CNN Breaking News","Feb 12, 2011","152","17","Security forces clash with anti-government protesters in Algeria; Some protesters reportedly detained. http://on.cnn.com/fcYrI9","","","","","1"
"","CNN Breaking News","Feb 12, 2011","344","34","Arrest warrant issued for ex-Pakistani President Pervez Musharraf in connection with Benazir Bhutto assassination, prosecutor tells CNN.","1","","","","1"
"","CNN Breaking News","Feb 12, 2011","254","16","Cavaliers end record 26-game losing streak with OT win over Clippers http://on.cnn.com/gFuJtS","","","","","1"
"","CNN Breaking News","Feb 12, 2011","73","27","WikiLeaks cables: Defense minister now leading #Egypt derided by underlings http://on.cnn.com/eJN1VO","","","","","1"
"","CNN Breaking News","Feb 12, 2011","37","15","U.S. officials, too, struggled to stay on top of #Mubarak intentions http://on.cnn.com/fYsF9X","","","","","1"
"","CNN Breaking News","Feb 12, 2011","86","22","U.S.-Egypt diplomacy effectively cut off, congressman says http://on.cnn.com/fYsF9X","2","","","","1"
"","CNN Breaking News","Feb 12, 2011","312","33","1.7 million baby monitors recalled after 2 babies strangle on cords http://on.cnn.com/dGwRw5","","","","","1"
"","CNN Breaking News","Feb 12, 2011","110","12","Obama to propose cut to heat subsidies for poor http://on.cnn.com/hCmaSM","","","","","1"
"","CNN Breaking News","Feb 11, 2011","51","10","Man convicted of killing #ChandraLevy sentenced to long prison term http://on.cnn.com/dXjlQ3","","","","","1"
"","CNN Breaking News","Feb 11, 2011","97","21","White House urges next #Egypt govt to recognize Egypt-Israel Camp
David accords http://on.cnn.com/ekI4HK","","","","","1"
"","CNN Breaking News","Feb 11, 2011","299","25","Switzerland freezes assets of Mubarak and family, Swiss Embassy in U.S. says http://on.cnn.com/gxtSOp","","","","","1"
"","CNN Breaking News","Feb 11, 2011","481","14","7.0- magnitude earthquake strikes off the coast of Chile, according to USGS http://on.cnn.com/hAAmKl","1","","","","1"
"","CNN Breaking News","Feb 11, 2011","174","17","""We saw a new generation emerge"" in #Egypt, Obama says http://on.cnn.com/ekI4HK","","","","","1"
"","CNN Breaking News","Feb 11, 2011","51","10","Man convicted of killing #ChandraLevy sentenced to long prison term http://on.cnn.com/dXjlQ3","","","","","1"
"","CNN Breaking News","Feb 11, 2011","97","21","White House urges next #Egypt govt to recognize Egypt-Israel Camp
David accords http://on.cnn.com/ekI4HK","","","","","1"
"","CNN Breaking News","Feb 11, 2011","299","25","Switzerland freezes assets of Mubarak and family, Swiss Embassy in U.S. says http://on.cnn.com/gxtSOp","","","","","1"
"","CNN Breaking News","Feb 11, 2011","481","14","7.0- magnitude earthquake strikes off the coast of Chile, according to USGS http://on.cnn.com/hAAmKl","1","","","","1"
"","CNN Breaking News","Feb 11, 2011","174","17","""We saw a new generation emerge"" in #Egypt, Obama says http://on.cnn.com/ekI4HK","","","","","1"
"","CNN Breaking News","Feb 11, 2011","82","11","U.S. stands ready to help #Egypt in its transition to democracy, Obama says http://on.cnn.com/ekI4HK","","","","","1"
"","CNN Breaking News","Feb 11, 2011","98","12","""This transition must bring all of Egypt's voices to the table,"" Obama says http://on.cnn.com/ekI4HK","","","","","1"
"","CNN Breaking News","Feb 11, 2011","49","8","Correction: It was a military spokesman who said #Egypt military leadership is running affairs of country. http://on.cnn.com/dYWpe7","1","","","","1"
"","CNN Breaking News","Feb 11, 2011","129","15","Hamas urges new #Egypt leadership ""to lift the siege of Gaza and to open the Rafah crossing."" http://on.cnn.com/dYWpe7","","","","","1"
"","CNN Breaking News","Feb 11, 2011","91","7","#Egypt military leadership running affairs of country, Gen. Sami Anan says. http://on.cnn.com/dYWpe7","","","","","1"
"","CNN Breaking News","Feb 11, 2011","144","22","Vice President Joe Biden calls developments in #Egypt ""pivotal
moment in history."" http://on.cnn.com/gxtSOp","","","","","1"
"","CNN Breaking News","Feb 11, 2011","234","16","Obama to speak on #Egypt at 1:30 pm ET. Watch developments from Cairo live: http://on.cnn.com/cnndcl3","","","","","1"
"","CNN Breaking News","Feb 11, 2011","300","18","#U.S. officials welcome #Mubarak resignation. http://on.cnn.com/iaz0Wc","","","","","1"
"","CNN Breaking News","Feb 11, 2011","173","15","President #Obama to make statement on developments in #Egypt. http://on.cnn.com/gxtSOp","1","","","","1"
"","CNN Breaking News","Feb 11, 2011","172","9","Military leaders in #Egypt to make statement, sources say. http://on.cnn.com/gxtSOp","","","","","1"
"","CNN Breaking News","Feb 11, 2011","825","34","Watch jubilant crowds react to announcement that #Mubarak stepping down. http://on.cnn.com/cnndcl4","","","","","1"
"","CNN Breaking News","Feb 11, 2011","2.7K","111","#Mubarak has decided to step down from presidency of
#Egypt, Vice President Suleiman says. http://on.cnn.com/ekI4HK","2","","","","1"
"","CNN Breaking News","Feb 11, 2011","234","12","""Important statement"" coming soon from office of #Egypt president, state TV reports. http://on.cnn.com/ekI4HK","","","","","1"
"","CNN Breaking News","Feb 11, 2011","112","13","Mubarak goes to #Egypt city of Sharm el-Sheikh, well-placed source tells CNN. http://on.cnn.com/ekI4HK","1","","","","1"
"","CNN Breaking News","Feb 11, 2011","123","9","Massive demonstration in Alexandria, #Egypt, witnesses say. http://on.cnn.com/ekI4HK","","","","","1"
"","CNN Breaking News","Feb 11, 2011","113","29","Thousands of anti-Mubarak demonstrators surround government compound in Suez, witnesses say. http://on.cnn.com/ekI4HK","","","","","1"
"","CNN Breaking News","Feb 11, 2011","526","73","Apple stock loses $10 billion in less than an hour before recovering http://on.cnn.com/hPzVJR","","","","","1"
"","CNN Breaking News","Feb 11, 2011","476","43","VA clinic dentist may have exposed hundreds to HIV, hepatitis http://on.cnn.com/iiyyxn","1","","","","1"
"","CNN Breaking News","Feb 11, 2011","103","21","Former church official charged with allowing abusive priests access to kids http://on.cnn.com/fc4uMc","","","","","1"
"","CNN Breaking News","Feb 11, 2011","102","14","It is not clear that #Egypt transition is ""immediate, meaningful or sufficient,"" Obama says http://on.cnn.com/g5fxoX","","","","","1"
"","CNN Breaking News","Feb 11, 2011","87","15","Obama urges #Egypt govt. to explain in ""unambiguous language"" steps leading to democracy http://on.cnn.com/g5fxoX","","","","","1"
"","CNN Breaking News","Feb 11, 2011","59","8","Anti-government protest planned for Friday in Alexandria, #Egypt, organizer says http://on.cnn.com/g5fxoX","","","","","1"
"","CNN Breaking News","Feb 11, 2011","514","74","Spider-Man announces he's taking his talents to the Fantastic Four http://on.cnn.com/g5fxoX","","","","","1"
"","CNN Breaking News","Feb 11, 2011","177","11","Hundreds of protesters converge on #Egypt presidential palace http://on.cnn.com/f9CPes","","","","","1"
"","CNN Breaking News","Feb 10, 2011","149","22","ElBaradei: Suleiman, Mubarak are ""twins"" -- ""neither acceptable to the people"" http://on.cnn.com/f9CPes","","","","","1"
"","CNN Breaking News","Feb 10, 2011","82","9","#Egypt parliament speaker: #Mubarak still has power to dismiss govt., seek constitution changes http://on.cnn.com/ftRxLk","","","","","1"
"","CNN Breaking News","Feb 10, 2011","104","13","#Egypt Ambassador Shoukry: #Mubarak ceded control of military to VP Suleiman http://on.cnn.com/f9CPes","","","","","1"
"","CNN Breaking News","Feb 10, 2011","176","17","#Egypt ambassador to U.S. says VP Suleiman is de facto head of state http://on.cnn.com/f9CPes","","","","","1"
"","CNN Breaking News","Feb 10, 2011","164","14","Senior U.S. official: #Mubarak decision ""not what we were told ... or wanted to happen"" http://on.cnn.com/f9CPes","","","","","1"
"","CNN Breaking News","Feb 10, 2011","103","9","#Egypt VP Suleiman urges people to ""go back to your houses"" and ""go to work"" http://on.cnn.com/f9CPes","","","","","1"
"","CNN Breaking News","Feb 10, 2011","439","19","Zakaria: Mubarak seems to be trying to bait protesters into violence. Live blog and on CNN TV now http://on.cnn.com/gsz5fq","","","","","1"
"","CNN Breaking News","Feb 10, 2011","189","8","#Mubarak says some powers to transfer to VP but no word he is stepping down http://on.cnn.com/f9CPes","","","","","1"
"","CNN Breaking News","Feb 10, 2011","262","14","Crowds in Cairo's Tahrir Square chant ""Get out! Get out!"" http://on.cnn.com/f9CPes","","","","","1"
"","CNN Breaking News","Feb 10, 2011","295","8","#Mubarak finishes speech with no clear resolution to standoff http://twitter.com/#","","","","","1"
"","CNN Breaking News","Feb 10, 2011","73","7","Crowd grows restless waiting for Mubarak to clearly state his intentions http://twitter.com/#","","","","","1"
"","CNN Breaking News","Feb 10, 2011","93","8","Mubarak says he's ready to amend #Egypt constitution to ensure smooth transition http://on.cnn.com/f9CPes","","","","","1"
"","CNN Breaking News","Feb 10, 2011","195","12","Mubarak: ""I will not ... listen to any foreign interventions or dictations"" http://on.cnn.com/f9CPes","","","","","1"
"","CNN Breaking News","Feb 10, 2011","133","11","Mubarak tells Egyptians, ""Your demands are just and legitimate"" http://on.cnn.com/f9CPes","","","","","1"
"","CNN Breaking News","Feb 10, 2011","69","16","TSA chief ""willing to"" fire screeners if they strike after unionizing http://on.cnn.com/fOZr05","","","","","1"
"","CNN Breaking News","Feb 10, 2011","93","8","Mubarak says he's ready to amend #Egypt constitution to ensure smooth transition http://on.cnn.com/f9CPes","","","","","1"
"","CNN Breaking News","Feb 10, 2011","195","12","Mubarak: ""I will not ... listen to any foreign interventions or dictations"" http://on.cnn.com/f9CPes","","","","","1"
"","CNN Breaking News","Feb 10, 2011","133","11","Mubarak tells Egyptians, ""Your demands are just and legitimate"" http://on.cnn.com/f9CPes","","","","","1"
"","CNN Breaking News","Feb 10, 2011","69","16","TSA chief ""willing to"" fire screeners if they strike after unionizing http://on.cnn.com/fOZr05","","","","","1"
"","CNN Breaking News","Feb 10, 2011","71","9","Report: #Iran blocks reformist sites, detains opposition figures. http://on.cnn.com/hJ27Gj","","","","","1"
"","CNN Breaking News","Feb 10, 2011","198","14","President #Obama: We are witnessing a ""moment of transformation"" in #Egypt. http://on.cnn.com/f9CPes","","","","","1"
"","CNN Breaking News","Feb 10, 2011","345","13","Egyptian information minister denies President Mubarak is stepping down, state TV reports. http://on.cnn.com/f9CPes","","","","","1"
"","CNN Breaking News","Feb 10, 2011","381","9","""Strong likelihood"" Egypt's President #Mubarak to step down, CIA director tells Congress. http://on.cnn.com/f9CPes","","","","","1"
"","CNN Breaking News","Feb 10, 2011","298","26","Report: Egypt's President Hosni #Mubarak to transfer power as army chief to military. http://on.cnn.com/ftRxLk","","","","","1"
"","CNN Breaking News","Feb 10, 2011","61","13","At least 1 dead, homes leveled in Pennsylvania blast. http://on.cnn.com/dOyHVJ","","","","","1"
"","CNN Breaking News","Feb 10, 2011","104","13","Teen suicide bomber kills at least 27 military recruits in #Pakistan, official says. http://on.cnn.com/hUA8aA","","","","","1"
"","CNN Breaking News","Feb 10, 2011","111","17","At least 6 missing after blast levels homes in Allentown, Pennsylvania. http://on.cnn.com/dOyHVJ","","","","","1"
"","CNN Breaking News","Feb 10, 2011","56","16","Turmoil in Egypt continues. Watch the developments: http://on.cnn.com/cnndcl1","","","","","1"
"","CNN Breaking News","Feb 10, 2011","70","8","Labor strikes erupt in #Egypt http://on.cnn.com/ftRxLk","","","","","1"
"","CNN Breaking News","Feb 10, 2011","27","1","Winter #storm warnings span Southeast http://on.cnn.com/f1fKee","","","","","1"
"","CNN Breaking News","Feb 10, 2011","202","24","Cowboys owner Jerry Jones, others sued over Super Bowl seats http://on.cnn.com/gT8jfS","","","","","1"
"","CNN Breaking News","Feb 10, 2011","54","8","Tea Party Express names Sen. Ben Nelson a ""top target"" in 2012 elections http://on.cnn.com/fJ21gj","","","","","1"
"","CNN Breaking News","Feb 10, 2011","460","45","Activision Blizzard Inc. says it will stop making ""Guitar Hero"" video game http://on.cnn.com/dYDzWO","","","","","1"
"","CNN Breaking News","Feb 9, 2011","173","16","GOP source: Rep. Christopher Lee resigns after reports he was trying to meet women on Craigslist http://on.cnn.com/g8liaM","","","","","1"
"","CNN Breaking News","Feb 9, 2011","72","10","Dow ends higher for 8th-straight day http://on.cnn.com/hdPs4f","","","","","1"
"","CNN Breaking News","Feb 9, 2011","74","10","Judge grants #LindsayLohan $20,000 bond on felony grand theft charge http://on.cnn.com/gcMtRv","","","","","1"
"","CNN Breaking News","Feb 9, 2011","68","11","#LindsayLohan pleads not guilty to felony grand theft charge http://on.cnn.com/gcMtRv","","","","","1"
"","CNN Breaking News","Feb 9, 2011","197","18","Shipments of smartphones surpass those of PCs, industry research firm says http://on.cnn.com/eB5Kky","","","","","1"
"","CNN Breaking News","Feb 9, 2011","246","7","#LindsayLohan charged with theft of necklace from California jewelry store. http://on.cnn.com/gcMtRv","","","","","1"
"","CNN Breaking News","Feb 9, 2011","185","22","Wounded Rep. Gabrielle #Giffords regains some ability to speak, spokesman says. http://on.cnn.com/eJa635","","","","","1"
"","CNN Breaking News","Feb 9, 2011","24","6","Opposition figures join ex-general new government of #Jordan. http://on.cnn.com/hUPJ3i","","","","","1"
"","CNN Breaking News","Feb 9, 2011","102","19","Google executive Wael Ghonim says he is ""ready to die"" for change in #Egypt. http://on.cnn.com/hkByQm","","","","","1"
"","CNN Breaking News","Feb 9, 2011","118","12","U.S. terror threat may ""be at its most heightened state"" since 9/11, Janet Napolitano says. http://on.cnn.com/ext4x7","","","","","1"
"","CNN Breaking News","Feb 9, 2011","54","6","2 killed, others wounded in clashes between police and citizens in southern #Egypt. http://on.cnn.com/h1YVAI","","","","","1"
"","CNN Breaking News","Feb 9, 2011","79","12","Winter storm dumps 12 inches of snow on parts of #Oklahoma. http://on.cnn.com/gFrB6X","","","","","1"
"","CNN Breaking News","Feb 9, 2011","123","11","#Egypt protesters attack Port Said governor's building, state television reports. http://on.cnn.com/fmxp8m","","","","","1"
"","CNN Breaking News","Feb 9, 2011","118","9","Muslim Brotherhood says it will not field presidential candidate in #Egypt elections. http://on.cnn.com/f3xpQl","","","","","1"
"","CNN Breaking News","Feb 9, 2011","50","6","Protesters renew calls for change in #Egypt. Watch the developments: http://on.cnn.com/cnndcl1","","","","","1"
"","CNN Breaking News","Feb 9, 2011","94","10","Winter #storm warnings in place for 8 states http://on.cnn.com/gFrB6X","","","","","1"
"","CNN Breaking News","Feb 8, 2011","423","30","Lindsay #Lohan to be charged with felony grand theft for allegedly stealing a $2,500 necklace http://on.cnn.com/ifpuCC","","","","","1"
"","CNN Breaking News","Feb 8, 2011","41","12","Lawyers for WikiLeaks founder #Assange want Swedish prosecutor to testify. http://on.cnn.com/ecgrjQ","","","","","1"
"","CNN Breaking News","Feb 8, 2011","90","13","CNNMoney: Government report finds no evidence electronic glitches in #Toyotas caused sudden acceleration incidents. http://on.cnn.com/aWaIzF","","","","","1"
"","CNN Breaking News","Feb 8, 2011","106","30","NFL apologizes for Super Bowl seat fiasco. http://on.cnn.com/iih47c","1","","","","1"
"","CNN Breaking News","Feb 8, 2011","125","7","#Mubarak takes step to reform constitution of #Egypt, vice president says. http://on.cnn.com/heKX8c","","","","","1"
"","CNN Breaking News","Feb 7, 2011","99","17","New York jury finds Muzzammil ""Mo"" Hassan guilty of second-degree murder for the beheading of his wife. Hihttp://on.cnn.com/h05iAo","","","","","1"
"","CNN Breaking News","Feb 7, 2011","137","25","'Green River killer' charged with 49th murder #greenriver http://on.cnn.com/fvj9hU","","","","","1"
"","CNN Breaking News","Feb 7, 2011","56","8","Power outage at 3 #Newark International Airport terminals prompts restriction of flights http://on.cnn.com/dMY7nK","","","","","1"
"","CNN Breaking News","Feb 7, 2011","199","24","President Obama: US intends to formally recognize Southern #Sudan as a ""sovereign, independent"" state in July http://on.cnn.com/gx07Lt","","","","","1"
"","CNN Breaking News","Feb 7, 2011","99","6","#Google exec released after being held during #Egypt protests, company says. http://on.cnn.com/g0GcYu","","","","","1"
"","CNN Breaking News","Feb 7, 2011","137","25","'Green River killer' charged with 49th murder #greenriver http://on.cnn.com/fvj9hU","","","","","1"
"","CNN Breaking News","Feb 7, 2011","56","8","Power outage at 3 #Newark International Airport terminals prompts restriction of flights http://on.cnn.com/dMY7nK","","","","","1"
"","CNN Breaking News","Feb 7, 2011","199","24","President Obama: US intends to formally recognize Southern #Sudan as a ""sovereign, independent"" state in July http://on.cnn.com/gx07Lt","","","","","1"
"","CNN Breaking News","Feb 7, 2011","99","6","#Google exec released after being held during #Egypt protests, company says. http://on.cnn.com/g0GcYu","","","","","1"
"","CNN Breaking News","Feb 7, 2011","340","18","Southern Sudanese vote to split from north, creating what would be world's newest country. http://on.cnn.com/gx07Lt","","","","","1"
"","CNN Breaking News","Feb 7, 2011","58","10","CNNMoney: Obama tells business leaders U.S. needs to ""out-educate and out-build"" competitors. http://on.cnn.com/gVIKGo","","","","","1"
"","CNN Breaking News","Feb 7, 2011","24","6","British PM criticizes how UK handled Lockerbie bomber's release. http://on.cnn.com/gI43MR","","","","","1"
"","CNN Breaking News","Feb 7, 2011","49","7","Results of independence vote for Southern #Sudan handed to President Omar al-Bashir. http://on.cnn.com/gx07Lt","","","","","1"
"","CNN Breaking News","Feb 7, 2011","58","4","Oil convoy bound for U.S., NATO forces in #Afghanistan attacked in #Pakistan. http://on.cnn.com/i0EVW1","","","","","1"
"","CNN Breaking News","Feb 7, 2011","80","4","Army mutiny leaves dozens dead in southern #Sudan. http://on.cnn.com/eEFQoS","1","","","","1"
"","CNN Breaking News","Feb 7, 2011","436","41","The Green Bay Packers win #SuperBowl XLV, defeating the
Pittsburgh Steelers 31-25 http://on.cnn.com/fdVd7L","","","","","1"
"","CNN Breaking News","Feb 7, 2011","124","19","International search is on for abducted Swiss twins http://on.cnn.com/fxXOUA","","","","","1"
"","CNN Breaking News","Feb 7, 2011","588","58","Some 400 ticket holders denied seats at #SuperBowl http://on.cnn.com/f2ritg","","","","","1"
